run_valid,group,scenario,backend,op,ok,excluded_invalid_samples,unsupported,failed,reason,metric,unit,n,min,median,p95,max,mean,stddev,cv,method
true,blob,blob/nix-closure,nix-binary-cache,push_noop,3,0,0,0,,wall_ns,ns,3,21271496,21384874,21481722,21481722,21379364,105221.2566167122,0.004921627070698277,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_noop,3,0,0,0,,cpu_ns,ns,3,18939000,18945000,18967000,18967000,18950333.333333332,14742.229591663987,0.0007779403840740175,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_noop,3,0,0,0,,max_rss_bytes,bytes,3,67084288,88547328,91164672,91164672,82265429.33333333,13212225.835965918,0.16060483660069375,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_noop,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,0,0,0,0,0,0,,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_noop,3,0,0,0,,logical_bytes,bytes,3,0,0,0,0,0,0,,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_fresh,3,0,0,0,,wall_ns,ns,3,146064744,150386871,163418191,163418191,153289935.33333334,9033624.277556397,0.05893162038272456,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_fresh,3,0,0,0,,cpu_ns,ns,3,288879000,303671000,314657000,314657000,302402333.3333333,12935743.400877018,0.04277659916935281,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_fresh,3,0,0,0,,max_rss_bytes,bytes,3,86147072,88547328,93478912,93478912,89391104,3738039.312264118,0.04181668135862958,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_fresh,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,667610517.1180117,725460289.6818035,746927013.4071505,746927013.4071505,713332606.7356552,41025445.349538416,0.05751236514657392,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_fresh,3,0,0,0,,logical_bytes,bytes,3,109099703,109099703,109099703,109099703,109099703,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_incremental,3,0,0,0,,wall_ns,ns,3,3024408801,3034159953,3272989701,3272989701,3110519485,140787781.98638818,0.04526182287727678,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_incremental,3,0,0,0,,cpu_ns,ns,3,3745220000,3761936000,3976514000,3976514000,3827890000,128983239.9810146,0.03369564955654802,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_incremental,3,0,0,0,,max_rss_bytes,bytes,3,186990592,188465152,189820928,189820928,188425557.33333334,1415583.3678894837,0.007512693012154676,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_incremental,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,5133932.133934326,5538042.575305192,5555898.06326582,5555898.06326582,5409290.924168445,238634.76723222187,0.044115720632812244,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,push_incremental,3,0,0,0,,logical_bytes,bytes,3,16803307,16803307,16803307,16803307,16803307,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_incremental,3,0,0,0,,wall_ns,ns,3,127990167,128758123,130253547,130253547,129000612.33333333,1151009.58453235,0.008922512565740224,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_incremental,3,0,0,0,,cpu_ns,ns,3,147014000,147265000,147470000,147470000,147249666.66666666,228386.36853659488,0.0015510145028280419,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_incremental,3,0,0,0,,max_rss_bytes,bytes,3,67084288,88547328,91164672,91164672,82265429.33333333,13212225.835965918,0.16060483660069375,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_incremental,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,128931268.18266223,130428703.12733589,131211290.62984972,131211290.62984972,130190420.64661594,1158537.6538478315,0.008898793383520308,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,pull_incremental,3,0,0,0,,logical_bytes,bytes,3,16793755,16793755,16793755,16793755,16793755,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,retention_cleanup,3,0,0,0,,wall_ns,ns,3,37214262,37754950,38017197,38017197,37662136.333333336,409434.8984836702,0.010871260590740702,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,retention_cleanup,3,0,0,0,,cpu_ns,ns,3,47665000,49205000,49600000,49600000,48823333.333333336,1022403.2146532666,0.020940872833752986,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,retention_cleanup,3,0,0,0,,max_rss_bytes,bytes,3,67346432,88547328,91164672,91164672,82352810.66666667,13061629.795669654,0.15860575601406293,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,retention_cleanup,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,210483.69241951214,211945.71837600102,215025.08903710087,215025.08903710087,212484.83327753804,2318.200696090833,0.010909958420716572,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,blob,blob/nix-closure,nix-binary-cache,retention_cleanup,3,0,0,0,,logical_bytes,bytes,3,8002,8002,8002,8002,8002,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,wall_ns,ns,3,2241872009,2278209114,2602339305,2602339305,2374140142.6666665,198459667.35629565,0.08359222936746398,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,cpu_ns,ns,3,10003591000,10204690000,10221044000,10221044000,10143108333.333334,121101932.49627906,0.011939331466893766,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,max_rss_bytes,bytes,3,74383360,85401600,93515776,93515776,84433578.66666667,9602871.157919664,0.11373284550487445,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,1657756314.7554274,1893612131.3401084,1924304509.2142904,1924304509.2142904,1825224318.4366086,145841196.88076144,0.07990316335785037,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,logical_bytes,bytes,3,4314044416,4314044416,4314044416,4314044416,4314044416,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,store_apparent_bytes,bytes,3,119704870,119705046,119705750,119705750,119705222,465.6522307473679,0.000003889990954173811,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store,3,0,0,0,,store_allocated_bytes,bytes,3,117669888,117673984,117678080,117678080,117673984,4096,0.000034808033694176616,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,clone_full,0,0,3,0,these cores ship no repository-to-repository transfer command; what they can do to publish a store is measured in the blob scenario group as a file-level object-storage transport,,,,,,,,,,,
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,wall_ns,ns,3,782023605,782700220,792091961,792091961,785605262,5627823.72698426,0.0071636787572640515,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,cpu_ns,ns,3,3338781000,3348853000,3360216000,3360216000,3349283333.3333335,10723977.635809083,0.003201872331635847,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,max_rss_bytes,bytes,3,67346432,85401600,93515776,93515776,82087936,13395667.88839795,0.16318680358095433,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,throughput_bytes_per_s,bytes/s,3,1815465323.2240038,1837249372.4353368,1838838979.802918,1838838979.802918,1830517891.820753,13060114.046808481,0.00713465522799017,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,logical_bytes,bytes,3,1438015488,1438015488,1438015488,1438015488,1438015488,0,0,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,store_apparent_bytes,bytes,3,120527014,120527190,120527894,120527894,120527366,465.6522307473679,0.000003863456459733534,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,history_store_incremental,3,0,0,0,,store_allocated_bytes,bytes,3,118501376,118505472,118509568,118509568,118505472,4096,0.00003456380478363058,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,fetch_incremental,0,0,3,0,these cores ship no incremental fetch command; see the blob scenario group for incremental object-storage publication,,,,,,,,,,,
true,git,git/history,amber-rust,gc,3,0,0,0,,wall_ns,ns,3,48081753,49674782,51924837,51924837,49893790.666666664,1930879.9172450711,0.03869980395245985,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,gc,3,0,0,0,,cpu_ns,ns,3,47330000,48771000,49036000,49036000,48379000,918072.4372292199,0.018976672465929843,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
true,git,git/history,amber-rust,gc,3,0,0,0,,max_rss_bytes,bytes,3,67346432,85401600,93515776,93515776,82087936,13395667.88839795,0.16318680358095433,"median = lower of the two middle samples for even n; p95 = nearest-rank (sorted ascending, index ceil(0.95*n)-1); stddev = sample standard deviation with n-1 denominator (null for n < 2); cv = stddev/mean"
