group,scenario,backend,rep,check,passed,detail,missing,extra,corrupt
blob,blob/source-history,amber-go-s3,0,fresh_pull_restores_correctly,true,"11 of the 11 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-go-s3,0,incremental_pull_restores_correctly,true,"15 of the 15 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-go-s3,0,retained_content_valid_after_cleanup,true,"4 of the 4 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-go-s3,0,dropped_references_are_absent,true,"the store lists exactly what retention should have left: retained 4 (history-0011, history-0012, history-0013, history-0014), dropped 11 (history-0000, history-0001, history-0002, history-0003, history-0004, history-0005, history-0006, history-0007, history-0008, history-0009, history-0010); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/source-history,amber-go-s3,0,missing_object_is_detected,true,"after deleting source-history/amber-go-s3/rep0/store/packstore/0000000000000001.seg, the backend failed rather than returning an incomplete result: /nix/store/y73dri4kbmb0jx08kdi93cyyxphjk2d6-amber-store-go-0.0.7-4ed4660657b1/bin/amber-store --store <scratch>/runs/blob-source-history-amber-go-s3-rep0/pulled-probe --segment-size 8388608 export ref:history-0011: exited 1",0,0,0
tree,tree/lifecycle,restic,0,restore_matches_manifest,true,"283 entries expected under tree-restic-rep0/restore-gen0; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
tree,tree/lifecycle,restic,0,integrity_check,true,the backend's own consistency check passed over the whole store,0,0,0
tree,tree/lifecycle,restic,0,retention_took_effect,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 2 (gen0, gen0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,restic,0,post_gc_restore_matches_manifest,true,"284 entries expected under tree-restic-rep0/restore-gen1; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/source-history,amber-rust-s3,0,fresh_pull_restores_correctly,true,"11 of the 11 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-rust-s3,0,incremental_pull_restores_correctly,true,"15 of the 15 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-rust-s3,0,retained_content_valid_after_cleanup,true,"4 of the 4 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/source-history,amber-rust-s3,0,dropped_references_are_absent,true,"the store lists exactly what retention should have left: retained 4 (history-0011, history-0012, history-0013, history-0014), dropped 11 (history-0000, history-0001, history-0002, history-0003, history-0004, history-0005, history-0006, history-0007, history-0008, history-0009, history-0010); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/source-history,amber-rust-s3,0,missing_object_is_detected,true,"after deleting source-history/amber-rust-s3/rep0/store/refs/refs.redb, the backend failed rather than returning an incomplete result: /nix/store/5cqjvnw3zg461xww08q9gj3lwd8v2iz1-amber-store-rust-0.2.0-141df2b0a9a8/bin/amber-store --store <scratch>/runs/blob-source-history-amber-rust-s3-rep0/pulled-probe --segment-size 8388608 export ref:history-0011: exited 1",0,0,0
backup,backup/retention,amber-rust,0,restore_matches_manifest,true,"284 entries expected under backup-amber-rust-rep0/restore-latest; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
backup,backup/retention,amber-rust,0,every_retained_snapshot_matches_manifest,true,"all 2 retained snapshots (snap1, snap2) were restored after retention and matched their manifests byte for byte",0,0,0
backup,backup/retention,amber-rust,0,forgotten_snapshots_are_absent,true,"the store lists exactly what retention should have left: retained 2 (snap1, snap2), dropped 2 (snap0, snap0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/backup-corpus,restic-s3,0,fresh_pull_matches_manifest,true,"283 entries expected under blob-backup-corpus-restic-s3-rep0/pull-initial; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/backup-corpus,restic-s3,0,incremental_pull_matches_manifest,true,"284 entries expected under blob-backup-corpus-restic-s3-rep0/pull-incremental; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/backup-corpus,restic-s3,0,earlier_delivery_still_matches_manifest,true,"283 entries expected under blob-backup-corpus-restic-s3-rep0/pull-initial; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/backup-corpus,restic-s3,0,retained_content_valid_after_cleanup,true,"284 entries expected under blob-backup-corpus-restic-s3-rep0/pull-after-cleanup; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/backup-corpus,restic-s3,0,dropped_snapshots_are_absent,true,"the store lists exactly what retention should have left: retained 1 (g1), dropped 2 (g0, g0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/backup-corpus,restic-s3,0,missing_object_is_detected,true,"after deleting backup-corpus/restic-s3/rep0/repo/data/83/83930eb389c96cc98f2f4ad002e7a78d7f45bfd852bc4fd020ce0431e35b0900, the backend failed rather than returning an incomplete result: /nix/store/jh7vrxar93sk4m8igr35zdlgrz3nakrk-restic-0.18.1/bin/restic -r s3:http://127.0.0.1:39091/amber-cas-bench/bench/smoke-1789241936307339195/backup-corpus/restic-s3/rep0/repo --password-file <scratch>/runs/blob-backup-corpus-restic-s3-rep0/restic-password --cache-dir <scratch>/runs/blob-backup-corpus-restic-s3-rep0/cache-post check --read-data: exited 1",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,published_keys_stay_inside_the_namespace,true,"17 object(s) appeared and every one of them is under amber-cas-bench/bench/smoke-1789241936307339195/nix-closure/nix-binary-cache/rep0/cache, which is what the store URI asked for",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,fresh_pull_matches_source,true,"all 8 paths of the closure arrived: the destination registers each one with the source store's NAR hash and reference list, 8 of them reproduce that hash when recomputed from the bytes on disk with `nix hash path`, the destination holds nothing extra, and every reference of every path is inside the delivered set",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,incremental_pull_matches_source,true,"all 9 paths of the closure arrived: the destination registers each one with the source store's NAR hash and reference list, 9 of them reproduce that hash when recomputed from the bytes on disk with `nix hash path`, the destination holds nothing extra, and every reference of every path is inside the delivered set",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,earlier_delivery_still_matches_source,true,"all 8 paths of the closure arrived: the destination registers each one with the source store's NAR hash and reference list, 8 of them reproduce that hash when recomputed from the bytes on disk with `nix hash path`, the destination holds nothing extra, and every reference of every path is inside the delivered set",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,retained_content_valid_after_cleanup,true,"all 9 paths of the closure arrived: the destination registers each one with the source store's NAR hash and reference list, 9 of them reproduce that hash when recomputed from the bytes on disk with `nix hash path`, the destination holds nothing extra, and every reference of every path is inside the delivered set",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,expired_narinfos_are_absent,true,"all 2 expired narinfo object(s) are absent from a successful listing of the 21 object(s) the cache still holds, and a client with its own empty narinfo cache obtains none of the 2 store paths only the superseded generation needed",0,0,0
blob,blob/nix-closure,nix-binary-cache,0,missing_object_is_detected,true,"after deleting nix-closure/nix-binary-cache/rep0/cache/nar/19wzk9i2ll9v9ywarpvvwwgv3v3db7c6xbv158lk4xwpxfxifaz1.nar.xz, the backend failed rather than returning an incomplete result: /nix/store/0djmqy9c50czxaakvi7xqinz30wlbs6g-nix-2.34.8/bin/nix --extra-experimental-features ""nix-command flakes"" --option substituters  --option extra-substituters  --option trusted-substituters  --option builders  copy --no-check-sigs --from s3://amber-cas-bench/bench/smoke-1789241936307339195/nix-closure/nix-binary-cache/rep0/cache?endpoint=127.0.0.1:39091&region=garage&scheme=http --to <scratch>/runs/blob-nix-closure-nix-binary-cache-rep0/store-probe /nix/store/ysxxyx9gy9y34lnwsxr04z4dwhwv43wn-amber-bench-app-gen2-smoke: exited 1",0,0,0
tree,tree/lifecycle,fs-sha256,0,restore_matches_manifest,true,"283 entries expected under tree-fs-sha256-rep0/restore-gen0; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
tree,tree/lifecycle,fs-sha256,0,integrity_check,true,the backend's own consistency check passed over the whole store,0,0,0
tree,tree/lifecycle,fs-sha256,0,retention_took_effect,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 2 (gen0, gen0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,fs-sha256,0,post_gc_restore_matches_manifest,true,"284 entries expected under tree-fs-sha256-rep0/restore-gen1; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
blob,blob/backup-corpus,amber-rust-s3,0,fresh_pull_restores_correctly,true,"1 of the 1 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-rust-s3,0,incremental_pull_restores_correctly,true,"2 of the 2 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-rust-s3,0,retained_content_valid_after_cleanup,true,"1 of the 1 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-rust-s3,0,dropped_references_are_absent,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 1 (gen0); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/backup-corpus,amber-rust-s3,0,missing_object_is_detected,true,"after deleting backup-corpus/amber-rust-s3/rep0/store/packstore/0000000000000003.seg.active, the backend failed rather than returning an incomplete result: /nix/store/5cqjvnw3zg461xww08q9gj3lwd8v2iz1-amber-store-rust-0.2.0-141df2b0a9a8/bin/amber-store --store <scratch>/runs/blob-backup-corpus-amber-rust-s3-rep0/pulled-probe --segment-size 8388608 export ref:gen1: exited 1",0,0,0
git,git/history,git,0,clone_matches_source,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of history state 9",0,0,0
git,git/history,git,0,incremental_fetch_matches_source,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of history state 14",0,0,0
git,git/history,git,0,head_version_matches_manifest,true,"197 entries expected under git-git-rep0/checkout-head; 0 missing, 0 extra, 0 differing (mode=ExecBit, mtime=false, symlinks=true)",0,0,0
git,git/history,git,0,all_retained_versions_match,true,every one of the 15 retained versions was restored and compared byte for byte; 0 unverified,0,0,0
git,git/history,amber-rust,0,head_version_matches_manifest,true,"197 entries expected under git-amber-rust-rep0/checkout-head; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
git,git/history,amber-rust,0,all_retained_versions_match,true,every one of the 15 retained versions was restored and compared byte for byte; 0 unverified,0,0,0
blob,blob/nix-closure,amber-rust-s3,0,fresh_pull_restores_correctly,true,"8 of the 8 delivered reference(s) restored from the downloaded store and matched byte for byte; 8 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
blob,blob/nix-closure,amber-rust-s3,0,incremental_pull_restores_correctly,true,"17 of the 17 delivered reference(s) restored from the downloaded store and matched byte for byte; 17 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
blob,blob/nix-closure,amber-rust-s3,0,retained_content_valid_after_cleanup,true,"9 of the 9 delivered reference(s) restored from the downloaded store and matched byte for byte; 9 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
blob,blob/nix-closure,amber-rust-s3,0,dropped_references_are_absent,true,"the store lists exactly what retention should have left: retained 9 (nixpath-85isfxk8vh94rs8sqabjpbcj9sdxn3vw-amber-bench-mid-a-smoke, nixpath-b1s531nnp12fsa45ybdas49dy42a28v7-amber-bench-data-text-g2-smoke, nixpath-cqa27c2j3j8lah2y78wmmnn155pzh1gj-amber-bench-data-blob-g1-smoke, nixpath-hg39mscg3a5ii2idh96gnm3fmzyiz9cj-amber-bench-lib-late-smoke, nixpath-kqlq8y2qpin7da6xhkz2fzwqlq7lnz5n-amber-bench-lib-extra-smoke, nixpath-p62b4x8ynxq6n8lzzkpcfay0qwp2spjz-amber-bench-lib-shared-smoke, nixpath-q0b26i8gjpj5zyhqx8mngahg31dl9qsl-amber-bench-lib-core-smoke, nixpath-va92drjki75lypdl3lgbl1kzhxakdiys-amber-bench-mid-b-smoke, nixpath-ysxxyx9gy9y34lnwsxr04z4dwhwv43wn-amber-bench-app-gen2-smoke), dropped 2 (nixpath-jzs0r13qazz57ymhcbd4k1yad4156g2d-amber-bench-data-text-g1-smoke, nixpath-x2g1v81yvf9gikpv2b2jbilpc02af154-amber-bench-app-gen1-smoke); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/nix-closure,amber-rust-s3,0,missing_object_is_detected,true,"after deleting nix-closure/amber-rust-s3/rep0/store/packstore/0000000000000001.seg, the backend failed rather than returning an incomplete result: /nix/store/5cqjvnw3zg461xww08q9gj3lwd8v2iz1-amber-store-rust-0.2.0-141df2b0a9a8/bin/amber-store --store <scratch>/runs/blob-nix-closure-amber-rust-s3-rep0/pulled-probe --segment-size 8388608 export ref:nixpath-85isfxk8vh94rs8sqabjpbcj9sdxn3vw-amber-bench-mid-a-smoke: exited 1",0,0,0
blob,blob/backup-corpus,amber-go-s3,0,fresh_pull_restores_correctly,true,"1 of the 1 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-go-s3,0,incremental_pull_restores_correctly,true,"2 of the 2 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-go-s3,0,retained_content_valid_after_cleanup,true,"1 of the 1 delivered reference(s) restored from the downloaded store and matched byte for byte, which is every one of them; 0 unverified",0,0,0
blob,blob/backup-corpus,amber-go-s3,0,dropped_references_are_absent,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 1 (gen0); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
blob,blob/backup-corpus,amber-go-s3,0,missing_object_is_detected,true,"after deleting backup-corpus/amber-go-s3/rep0/store/packstore/0000000000000003.seg.active, the backend failed rather than returning an incomplete result: /nix/store/y73dri4kbmb0jx08kdi93cyyxphjk2d6-amber-store-go-0.0.7-4ed4660657b1/bin/amber-store --store <scratch>/runs/blob-backup-corpus-amber-go-s3-rep0/pulled-probe --segment-size 8388608 export ref:gen1: exited 1",0,0,0
blob,blob/source-history,git-bundle-s3,0,fresh_pull_matches_source,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of the delivered history state 10",0,0,0
blob,blob/source-history,git-bundle-s3,0,incremental_pull_matches_source,true,"the increment applied to the existing clone, which passed `git fsck`, and a working tree checked out of its main tip matches the manifest of history state 14",0,0,0
blob,blob/source-history,git-bundle-s3,0,retained_content_valid_after_cleanup,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of the delivered history state 14",0,0,0
blob,blob/source-history,git-bundle-s3,0,superseded_objects_are_absent,true,the bucket holds the consolidated bundle and none of the superseded ones (1 object(s) remain),0,0,0
blob,blob/source-history,git-bundle-s3,0,missing_object_is_detected,true,"after deleting source-history/git-bundle-s3/rep0/bundles/current.bundle, the backend failed rather than returning an incomplete result: /nix/store/0fid83wpnczqbql3y712a5p6f07kzc1p-minio-client-2025-08-13T08-35-41Z/bin/mc --config-dir <scratch>/mc-config --no-color mirror --overwrite bench/amber-cas-bench/bench/smoke-1789241936307339195/source-history/git-bundle-s3/rep0/bundles <scratch>/runs/blob-source-history-git-bundle-s3-rep0/download-probe: exited 1",0,0,0
backup,backup/retention,amber-go,0,restore_matches_manifest,true,"284 entries expected under backup-amber-go-rep0/restore-latest; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
backup,backup/retention,amber-go,0,every_retained_snapshot_matches_manifest,true,"all 2 retained snapshots (snap1, snap2) were restored after retention and matched their manifests byte for byte",0,0,0
backup,backup/retention,amber-go,0,forgotten_snapshots_are_absent,true,"the store lists exactly what retention should have left: retained 2 (snap1, snap2), dropped 2 (snap0, snap0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
nix,nix/closure,nix,0,closure_matches_source,true,"all 9 store paths of generation 2 came back with identical bytes, permissions, symlink targets and timestamps, and the destination holds nothing else",0,0,0
nix,nix/closure,nix,0,closure_is_complete,true,every reference of every retained path is itself retained; Nix enforces this itself,0,0,0
nix,nix/closure,nix,0,nar_hashes_and_references_match,true,all 9 paths of the closure are registered in the destination store with the source store's NAR hash and reference list,0,0,0
nix,nix/closure,nix,0,post_gc_closure_matches_source,true,"all 9 store paths of generation 2 came back with identical bytes, permissions, symlink targets and timestamps, and the destination holds nothing else",0,0,0
nix,nix/closure,nix,0,post_gc_closure_is_complete,true,every reference of every retained path is itself retained; Nix enforces this itself,0,0,0
nix,nix/closure,nix,0,post_gc_nar_hashes_and_references_match,true,all 9 paths of the closure are registered in the destination store with the source store's NAR hash and reference list,0,0,0
tree,tree/lifecycle,amber-go,0,restore_matches_manifest,true,"283 entries expected under tree-amber-go-rep0/restore-gen0; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
tree,tree/lifecycle,amber-go,0,integrity_check,true,the backend's own consistency check passed over the whole store,0,0,0
tree,tree/lifecycle,amber-go,0,retention_took_effect,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 2 (gen0, gen0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,amber-go,0,post_gc_restore_matches_manifest,true,"284 entries expected under tree-amber-go-rep0/restore-gen1; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
nix,nix/closure,amber-rust,0,closure_matches_source,true,"all 9 store paths of generation 2 came back with identical bytes, permissions, symlink targets and timestamps, and the destination holds nothing else",0,0,0
nix,nix/closure,amber-rust,0,closure_is_complete,true,"every reference of every retained path is itself retained. These cores store trees and have no notion of references between roots, so this was checked by the harness against the graph recorded from the source store, not by the store under test.",0,0,0
nix,nix/closure,amber-rust,0,nar_hashes_match_recomputed,true,the NAR hash recomputed with `nix hash path` over every one of the 9 restored store paths equals the hash the source Nix store recorded. These cores register no NAR hashes themselves — see the unsupported nar_and_reference_registration operation — so this was recomputed from the restored bytes.,0,0,0
nix,nix/closure,amber-rust,0,post_gc_closure_matches_source,true,"all 9 store paths of generation 2 came back with identical bytes, permissions, symlink targets and timestamps, and the destination holds nothing else",0,0,0
nix,nix/closure,amber-rust,0,post_gc_closure_is_complete,true,"every reference of every retained path is itself retained. These cores store trees and have no notion of references between roots, so this was checked by the harness against the graph recorded from the source store, not by the store under test.",0,0,0
nix,nix/closure,amber-rust,0,post_gc_nar_hashes_match_recomputed,true,the NAR hash recomputed with `nix hash path` over every one of the 9 restored store paths equals the hash the source Nix store recorded. These cores register no NAR hashes themselves — see the unsupported nar_and_reference_registration operation — so this was recomputed from the restored bytes.,0,0,0
git,git/history,amber-go,0,head_version_matches_manifest,true,"197 entries expected under git-amber-go-rep0/checkout-head; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
git,git/history,amber-go,0,all_retained_versions_match,true,every one of the 15 retained versions was restored and compared byte for byte; 0 unverified,0,0,0
backup,backup/retention,restic,0,restore_matches_manifest,true,"284 entries expected under backup-restic-rep0/restore-latest; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
backup,backup/retention,restic,0,every_retained_snapshot_matches_manifest,true,"all 2 retained snapshots (snap1, snap2) were restored after retention and matched their manifests byte for byte",0,0,0
backup,backup/retention,restic,0,forgotten_snapshots_are_absent,true,"the store lists exactly what retention should have left: retained 2 (snap1, snap2), dropped 2 (snap0, snap0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,git,0,restore_matches_manifest,true,"283 entries expected under tree-git-rep0/restore-gen0; 0 missing, 0 extra, 0 differing (mode=ExecBit, mtime=false, symlinks=true)",0,0,0
tree,tree/lifecycle,git,0,integrity_check,true,the backend's own consistency check passed over the whole store,0,0,0
tree,tree/lifecycle,git,0,retention_took_effect,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 2 (gen0, gen0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,git,0,post_gc_restore_matches_manifest,true,"284 entries expected under tree-git-rep0/restore-gen1; 0 missing, 0 extra, 0 differing (mode=ExecBit, mtime=false, symlinks=true)",0,0,0
tree,tree/lifecycle,amber-rust,0,restore_matches_manifest,true,"283 entries expected under tree-amber-rust-rep0/restore-gen0; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
tree,tree/lifecycle,amber-rust,0,integrity_check,true,the backend's own consistency check passed over the whole store,0,0,0
tree,tree/lifecycle,amber-rust,0,retention_took_effect,true,"the store lists exactly what retention should have left: retained 1 (gen1), dropped 2 (gen0, gen0-again); absence was read from the backend's own successful listing, not inferred from a failed command",0,0,0
tree,tree/lifecycle,amber-rust,0,post_gc_restore_matches_manifest,true,"284 entries expected under tree-amber-rust-rep0/restore-gen1; 0 missing, 0 extra, 0 differing (mode=Full, mtime=true, symlinks=true)",0,0,0
git,git/history,git,1,clone_matches_source,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of history state 9",0,0,0
git,git/history,git,1,incremental_fetch_matches_source,true,"the destination repository passed `git fsck`, holds every branch and tag of the source at the same commit id, and a working tree checked out of it matches the manifest of history state 14",0,0,0
git,git/history,git,1,head_version_matches_manifest,true,"197 entries expected under git-git-rep1/checkout-head; 0 missing, 0 extra, 0 differing (mode=ExecBit, mtime=false, symlinks=true)",0,0,0
git,git/history,git,1,all_retained_versions_match,true,every one of the 15 retained versions was restored and compared byte for byte; 0 unverified,0,0,0
blob,blob/nix-closure,amber-go-s3,1,fresh_pull_restores_correctly,true,"8 of the 8 delivered reference(s) restored from the downloaded store and matched byte for byte; 8 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
blob,blob/nix-closure,amber-go-s3,1,incremental_pull_restores_correctly,true,"17 of the 17 delivered reference(s) restored from the downloaded store and matched byte for byte; 17 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
blob,blob/nix-closure,amber-go-s3,1,retained_content_valid_after_cleanup,true,"9 of the 9 delivered reference(s) restored from the downloaded store and matched byte for byte; 9 of them also reproduced the NAR hash the source Nix store recorded, which is every one of them; 0 unverified",0,0,0
